geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
171,Allied Dunn's Marsh Neighborhood Association,No,218.2,1032,27.6,2356,11.6,34.6,4.1,32.1,33.7,5.1,4.9,24.2,891,525,39.6,21.4,1038,353,0,1964,3,86,138197,115,19,107,260,53,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",100,735,N/A,6.6
166,Glacier Ridge Neighborhood Association,No,195.4,576,86.3,1385,11.1,27.9,2.7,83.3,2.8,8.1,1.6,4.3,550,363,39.7,3.1,579,0,0,2002,0,3,259957,126,0,7,3,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,7.2,0,N/A,7.6
165,Maple-Prairie Neighborhood Association,No,179.6,765,52.5,1732,6,21.7,3.5,79.6,5.1,6.1,3.1,6.1,743,418,26.9,5.2,833,5,0,1993,2,5,247586,111,3,31,8,7,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",91.9,120,N/A,7
90,Bluff Acres Neighborhood Association,No,441.8,1849,38.5,3725,7.2,18.3,7.7,67.6,9.5,6.5,3.5,12.9,1748,876,20.1,5.3,1934,43,0,1980,2,20,188283,105,13,110,123,67,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",97.1,511,N/A,6.7
148,Bay Creek Neighborhood Association,No,368.2,1316,44.9,2401,4.8,14.8,11.1,83.6,5,2.7,4.2,4.6,1266,494,15.7,3.2,1401,173,0,1949,1,40,253288,167,10,97,63,60,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,53661,16,2.9,"H,P,B,G,C",98.6,1391,87.3,5.9
164,Westhaven Trails Homeowners Assoc,No,158.4,835,45.7,1956,10,26.5,2.8,66.2,13.3,4.9,4.4,11.3,801,466,33.3,10.3,856,25,0,1990,3,22,207603,120,3,14,21,7,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,92.1,288,N/A,6.6
98,Brentwood Village Association,No,103.8,611,37,1128,8.2,20.7,14.9,63.2,20.3,2.4,4.6,9.5,559,257,22.4,12.5,569,27,0,1962,1,22,192454,103,12,21,63,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",73.7,258,N/A,7.1
104,Burke Heights Neighborhood Association,No,237.5,289,35.4,607,7.5,22.6,13.1,67.3,10.6,2.4,8,11.7,268,127,26.1,11.3,345,11,0,1973,1,13,161971,99,10,118,58,40,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",85.1,463,N/A,6.5
353,Twin Oaks Neighborhood Association,No,26.2,56,91,192,10,42.6,0.9,52.3,12.4,10,12,13.3,54,44,57.8,22.6,115,4,0,2005,1,3,185660,125,1,11,9,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,93,N/A,8
153,Burr Oaks Neighborhood Association,No,247.1,768,19.9,1745,9.7,30.4,3.8,20.1,19.1,22.2,4.6,34,645,362,35.3,13.4,762,121,0,1962,1,45,138501,87,24,126,208,73,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.6,2076,N/A,6.5
500,Dunn's Marsh Neighborhood Association,No,218.2,1032,27.6,2356,11.6,34.6,4.1,32.1,33.7,5.1,4.9,24.2,891,525,39.6,21.4,1038,353,0,1964,3,86,138197,115,19,107,260,53,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",100,735,N/A,6.6
167,Country Grove Neighborhood Association,No,130.9,321,96.5,917,6,31.9,5.6,84.7,1.7,6.8,2.2,4.7,319,262,44.8,2.3,305,0,0,1996,1,0,323197,117,2,4,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,54.5,120,N/A,7.4
126,Capitol Neighborhoods,No,456,8003,10.8,13845,0.7,1.4,5.2,82,5.8,5.2,2.7,4.3,7299,742,1.4,0.4,10244,744,65,1979,1,166,277681,165,131,799,1349,371,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,35216,134,2,"P,B,G,C",99.1,5633,68.3,6.7
133,Glen Oak Hills Neighborhood Association,No,137.7,447,78.8,844,5.8,14.9,16.7,87.7,2.7,1.9,2.8,4.8,430,226,18.1,3,449,4,0,1956,0,10,211761,142,1,9,10,6,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",100,1915,N/A,5.6
156,Capitol View Neighborhood Association,No,122.2,153,47.5,388,11,29.5,5.9,40.5,14.5,26.7,2.4,15.8,149,77,28.8,5.6,150,3,0,1966,1,4,147989,116,0,5,29,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",91.8,312,N/A,5.1
100,Carpenter-Ridgeway Neighborhood Association,No,646.4,510,42,1016,6.4,16.6,7,66.4,12.1,3.6,3.6,14.2,481,213,18.9,7.1,576,6,0,1986,2,14,149127,102,4,93,49,32,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",76.4,1702,N/A,6.2
144,Tamarack Trails Community Condominium Association,No,63.8,238,62.8,464,10.5,26.4,25.5,58,23,6,5.6,7.5,224,137,30.1,21.8,320,0,0,1978,0,0,230430,112,0,5,1,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",100,275,N/A,7.8
176,Dudgeon-Monroe Neighborhood Association,No,309.3,1257,73.3,3181,4.7,18.5,9.2,90.8,1.6,2.6,2.2,2.7,1203,704,26.7,3.3,1466,3,322,1931,0,9,358257,211,4,39,6,37,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,97259,13,1.3,"P,B,G,C",95.2,1541,93.1,6
111,Eastmorland Community Association,No,719.7,1623,81.2,3166,6,16.3,14.1,89.6,2.6,1,2.4,4.4,1561,810,19.4,5,1694,15,0,1953,6,86,159007,132,11,153,104,81,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,65000,38,7.3,"P,B,G,C",88.6,3089,96,6.2
124,Stonefield Woods-Ridge Neighborhood Association,No,45.1,101,99.6,235,2.2,18.2,17.5,87.3,2.6,8.6,0.2,1.4,97,82,24.9,2.7,101,0,0,1990,0,3,423600,130,0,12,0,0,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,26.5,352,N/A,6.7
105,Eken Park Neighborhood Association,No,226.5,1366,50.4,2505,6.2,15,6.8,78.3,8.9,2,4,6.7,1282,518,16.3,5.5,1378,33,0,1948,7,113,140294,126,14,74,195,57,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",97.7,2495,N/A,7
121,Elvehjem Neighborhood Association,No,700,1720,79.4,4165,6.3,21.9,15.2,81.8,6.1,2.5,3.6,6.1,1639,1171,27.3,5.6,1735,29,0,1969,3,52,190698,108,9,59,83,38,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,76318,0,6.9,"P,B,C",94.3,331,99,6.4
106,Emerson East Neighborhood Association,No,326.2,1058,54.8,2042,7.3,16.7,5.7,83.9,6.2,1,3.2,5.6,1013,419,19.5,5.6,1068,81,0,1926,2,33,189153,151,20,87,128,51,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",98.4,2561,N/A,7.9
139,Glendale Neighborhood Association,No,536.5,988,74.5,2233,6.6,19.8,16.4,79.1,5.7,2.9,3.3,9.1,942,593,24.7,6.7,985,12,0,1958,5,55,179538,109,14,99,73,46,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",83.3,665,N/A,5.3
103,Hawthorne Neighborhood Association,No,253.5,538,55.5,1090,5.6,20.5,8.4,66,10.6,3.8,4.8,14.8,505,252,21.7,8.7,530,16,0,1955,0,37,134266,113,11,61,84,32,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",65.6,1267,N/A,5.8
141,Greenbush Neighborhood Association,No,178.9,1148,25.5,2878,2.3,5.6,3.1,88.8,1.3,3.2,2.9,3.9,1116,280,9,1.7,1475,3,0,1925,1,39,275235,178,39,108,111,62,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G,C",99.3,2226,N/A,6.9
155,Greentree Neighborhood Association,No,299.2,721,79,1841,5.8,22.7,15,76.7,10.9,3.3,3.4,5.7,697,539,29.7,7.8,721,18,0,1967,0,44,235504,101,2,48,31,8,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",99.7,656,N/A,6.7
107,Hiestand Neighborhood Association,No,406,1473,25.8,3560,8.9,25.2,10.7,58.9,15.2,3.7,4.6,17.7,1422,826,32.3,15.1,1537,225,0,1979,0,38,174596,107,11,87,127,38,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",90.7,699,N/A,6.1
112,Heritage Heights Community Association,No,412.3,850,94.6,2240,4.9,20.5,15.1,89.9,2.5,1.7,1.8,4,842,691,29,2.8,817,5,0,1975,7,13,208022,105,3,31,20,12,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",94.4,236,N/A,6.3
138,"Hill Farms, University Neighborhood Association",No,486,1426,62,2942,4.7,19,20.5,76.4,1.9,15.4,2.7,3.5,1385,790,22.2,3.3,985,4,0,1960,0,19,315778,142,2,29,24,16,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.8,1904,N/A,6.7
355,Indian Springs Neighborhood Association,No,72.7,223,88.8,604,7.8,29.2,4.4,63.3,8.4,9.4,2.2,16.7,218,150,39.2,4.8,235,0,0,1991,2,6,184079,118,1,3,6,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,58.6,0,N/A,7.9
123,Lake Edge Neighborhood Association,No,458.3,1106,82.9,2380,6.1,18,12.9,88.5,2.5,0.5,3.1,5.4,1064,603,21.7,4.3,1165,4,0,1951,6,66,170322,116,6,51,47,37,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",86.8,765,N/A,4.7
91,Lake View Hill Neighborhood Association,No,245.8,514,71.9,1192,5.5,22,12.9,69.4,15.2,3.8,2.7,8.9,482,314,26.1,6.9,518,13,0,1962,1,12,172953,99,4,38,61,14,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",82.4,504,N/A,6
131,Parkwood Hills Community Association,No,295.9,538,90,1274,3.7,23.5,18.3,87.5,2,5,2.1,3.4,521,390,28.9,1.9,469,0,0,1972,0,3,360434,123,2,58,47,18,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",95.9,868,N/A,5.7
145,Oakbridge Community Neighborhood Association,No,44,162,73.2,343,5.1,19.7,6.5,81.5,3.7,10.1,1.8,2.9,159,97,26.2,4.1,145,0,0,1984,3,6,242902,125,0,8,2,2,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G",100,140,N/A,5
128,Walnut Grove Homeowners Association,No,152.3,398,87.5,981,5.5,21.3,15.4,80.7,3.4,9.4,1.8,4.6,390,298,28.6,5.1,351,1,0,1977,0,5,297484,114,0,8,12,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,412,N/A,5.3
92,Lerdahl Park Neighborhood Association,No,196.8,454,65.4,925,7.5,16.6,16.4,80.4,8.2,2.5,4.5,4.5,419,263,20.5,7.4,477,7,0,1966,0,25,304600,138,4,35,44,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,80.8,258,N/A,6.2
169,Orchard Ridge Neighborhood Association,No,562.2,1082,75.9,2262,5,17.4,21.3,87.6,3.5,3,2.3,3.5,1036,641,21,3.8,1080,10,0,1964,5,18,223551,106,10,85,44,38,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",98.7,1304,N/A,7
114,Marquette Neighborhood Association,No,453.1,2627,37.6,4909,4.1,12.8,4.7,88.8,3.1,1.8,3.1,3.3,2517,865,15.4,4.5,2813,194,0,1917,1,123,346120,209,17,144,162,130,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,2400,N/A,7
159,Meadowood Neighborhood Association,No,373.7,1250,70.5,2962,7.9,25.3,12.6,68.6,13.7,3.9,3.7,10.2,1187,804,29.7,8.7,1287,48,0,1964,2,59,175583,105,13,143,242,20,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",97.5,838,N/A,6.9
146,Midvale Heights Community Association,No,857.2,1569,84.6,3479,5.6,20.1,18.3,83.6,2.9,5.6,2.6,5.3,1518,996,25,3.9,1633,6,0,1958,1,20,255735,135,6,67,34,47,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,82206,25,7.1,"P,B,G,C",88.6,3266,96.6,6.6
150,Nakoma League,No,251.3,708,97.2,1778,6.9,25.6,14.3,93.8,0.8,1.4,1.6,2.5,687,537,36.8,3.7,715,0,0,1938,0,3,457167,193,1,30,4,14,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,G,C",99.3,993,N/A,6.5
87,North Lake Mendota Neighborhood Association,No,331.9,251,90.1,898,5.6,15.1,8.8,86.3,5.3,4.2,2.5,1.6,244,176,27.2,4.4,274,1,0,1992,0,17,253499,121,1,11,5,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,55.2,258,N/A,6.7
136,Regent Neighborhood Association,No,519.7,2924,40.8,6421,3.4,12.6,6.3,85.3,1.2,8.5,2.4,2.6,2863,1019,15.6,2,3180,1,46,1937,2,54,443589,212,10,135,83,67,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,56156,57,2.4,"H,P,B,G,C",99.7,4340,83.2,6.5
120,Richmond Hill Homeowners Association,No,63.6,144,89.5,395,4.6,26.3,11.1,85.3,5.3,3.6,1.8,3.9,142,113,39.1,4.2,139,0,0,1997,0,0,337430,109,0,1,1,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G",45.4,80,N/A,8
113,Rolling Meadows Neighborhood Association,No,332.5,1004,80.9,2366,6.7,20.7,15,84.1,5.5,1.5,2.8,6.1,975,652,26.8,7.8,1050,31,0,1966,4,35,171893,110,6,45,31,22,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",99.1,406,N/A,5.9
101,Ridgewood Neighborhood Association,No,410.5,1549,53.4,3992,9.3,27,3.8,57.5,15.5,12.1,4.9,9.9,1497,937,35,10.5,1740,124,0,1995,6,50,216505,111,13,89,60,26,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,69.4,463,N/A,7.1
97,Sherman Neighborhood Association,No,409.9,1391,57.9,2695,7.8,19.4,11.3,72.4,13,4.5,3.5,6.6,1321,610,20.4,9.4,1389,164,0,1954,2,86,154508,119,32,142,185,84,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,3162,N/A,6.8
85,Sherman Village Neighborhood Association,No,311.8,1016,90.2,2283,6,19.8,19.3,82.2,5.5,3,2.9,6.3,979,613,21.3,3.7,1026,7,0,1966,4,32,160503,108,2,39,35,9,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,98.5,246,N/A,6.9
147,Westmorland Neighborhood Association,No,342.6,1031,87.4,2207,6.2,22.2,15,91.7,0.5,3.9,2.2,1.7,972,594,28.9,4.6,1094,1,0,1951,1,3,280289,158,1,36,12,14,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,82079,0,3.9,"P,C",99.5,1407,94.5,5.9
142,Faircrest Neighborhood Association,No,206.2,558,56.9,1191,3.5,19.5,15.7,80.2,2.5,10.6,2.9,3.8,543,317,25.2,3.7,562,3,0,1965,1,2,320705,124,0,18,9,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,C",96.2,578,N/A,6.2
117,Spring Harbor Neighborhood Association,No,372.6,1163,69.4,2224,6.4,17.4,12.2,78,5.2,5,3.4,8.4,1087,554,20.7,4.6,1252,80,0,1959,3,10,353821,180,3,38,45,19,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,G,C",91.2,999,N/A,4.4
181,Monona Bay Neighborhood Association,No,85.4,653,9.5,1138,4.5,14.7,7.5,53.3,9.8,25.5,2.6,8.7,627,162,11.3,3.8,808,438,0,1976,0,7,295102,185,11,44,68,41,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,29083,15,19.8,"H,P,B,G",93.8,2226,72.8,6.9
140,Vilas Neighborhood Association,No,195.4,724,48.3,1881,3.2,13.4,6.6,90.8,1,3.5,2,2.8,705,321,20.1,2,744,0,7,1921,0,6,496125,215,4,52,38,30,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"H,P,B,G,C",57,1321,N/A,6.6
