geo_key,name,bndry_chg,acres,hu_10,pc_own_10,tot_pop_10,pc_un5_10,pc_un18_10,pc_ov64_10,pc_wht_10,pc_afrm_10,pc_asn_10,pc_othm_10,pc_hisp_10,hh_10,fam_10,pc_fmwc_10,pc_fhwc_10,du_cty,asst_unts,du_cmps,yrblt_mdn,foreclsr,prd_viol,avg_huval,sqft_val,crm_pers,crm_prop,crm_scty,crash,pc_vterm,pc_appr,pc_krdy,pc_nhsg,pc_clgg,pc_hmbl,pc_frlu,medhhinc,fam_pov,pc_unem,gds_svcs,pc_trst,trst_trps,pc_ownvh,avg_stcnd
163,Skyview Meadows Neighborhood Association,Yes,93.7,269,81.8,634,8,20.6,5.3,83,4.5,6.3,1.9,4.2,260,184,30.2,3.1,303,1,0,1987,1,2,205383,108,3,4,5,6,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,99.5,313,N/A,7
111,Eastmorland Community Association,No,719.7,1623,81.2,3166,6,16.3,14.1,89.6,2.6,1,2.4,4.4,1561,810,19.4,5,1622,15,0,1953,6,61,152276,127,10,165,131,76,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,61589,37,7.7,"P,B,G,C",88.2,2901,95.2,6.2
146,Midvale Heights Community Association,No,857.2,1569,84.6,3479,5.6,20.1,18.3,83.6,2.9,5.6,2.6,5.3,1518,996,25,3.9,1629,6,0,1958,3,38,247696,132,4,72,27,46,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,78983,20,7.2,"P,B,G,C",88.3,3256,95,6.4
137,South Campus Property Owners Association,No,113.2,1528,0,4194,0,0.1,0.3,80.5,2.6,11.9,2.3,2.7,1448,28,0.1,0.1,1769,109,48,1992,0,8,N/A,N/A,15,119,65,44,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,17259,50,9.6,"H,P,B,G,C",100,6201,43.4,7.7
115,Tenney-Lapham Neighborhood Association,No,306.1,2232,29.5,4149,2.9,9.5,3.4,87.1,4.3,2,2.6,4.1,2113,541,9.8,2.5,2535,155,0,1916,3,114,311654,180,16,141,103,80,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,52159,88,5.4,"B,G,C",100,2680,92,7.1
147,Westmorland Neighborhood Association,No,342.6,1031,87.4,2207,6.2,22.2,15,91.7,0.5,3.9,2.2,1.7,972,594,28.9,4.6,1093,1,0,1951,0,10,271111,153,1,14,2,11,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,78455,10,4.4,"P,G,C",99.5,1397,93.7,6.3
152,High Point Estates,No,145.4,338,68.5,853,6.4,28.8,8.4,71.8,7.4,14,1.9,4.9,325,227,36.9,5.9,310,7,0,1992,1,0,434198,123,0,13,11,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",42.2,266,N/A,7
158,Park Ridge Neighborhood Association,No,30.3,211,43.1,488,11.6,30.1,2.2,48.3,31.2,1.4,5.3,13.8,201,94,30.2,11.4,210,12,0,1986,1,29,132789,84,4,14,34,8,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,C,100,266,N/A,6.4
109,Sprecher East Neighborhood Association,No,699.2,969,68.2,2206,8.8,23.6,6,86.2,4.4,3.1,2.9,3.4,930,587,31.1,5.7,1280,2,0,2003,2,11,229481,117,1,21,15,10,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,72169,20,2.6,"B,C",56,75,98.4,7.5
181,Monona Bay Neighborhood Association,No,85.4,653,9.5,1138,4.5,14.7,7.5,53.3,9.8,25.5,2.6,8.7,627,162,11.3,3.8,587,438,0,1971,0,6,273667,177,6,43,67,27,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,26296,14,21.1,"H,P,B,G",93.8,2226,74.9,7.3
1,City of Madison,No,50218,108570,49.3,232687,5.8,17.5,9.6,75.6,7.1,7.3,3.1,6.9,102265,47721,20.8,5.3,110119,6416,5108,1972,214,2734,248621,131,1221,8816,8777,10993,98.2,91.9,85.2,6.1,52.3,6.6,47.2,53933,4914,5.8,"H,P,B,G,C",64.2,13003,87.4,6.6
174,Hawk's Landing Neighborhood Association,No,557.7,639,78,1503,5.9,29.7,6.2,85.6,1.8,9.4,1.9,1.2,573,413,36.6,2.1,762,0,0,2004,0,3,543555,135,0,5,4,5,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,None,0,0,N/A,7.3
172,Oakwood Village Association,No,29.8,100,25.7,119,0,0,97.9,98.3,0.2,0.8,0.5,0.3,86,16,0,0,219,30,0,1975,0,0,N/A,N/A,1,6,1,1,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"B,C",100,516,N/A,7.9
350,Marbella Condominium Association,No,20.1,349,24.4,463,4.8,10.1,23,78.8,2.9,14.6,1.3,2.4,292,94,11.1,3.8,318,0,0,1995,0,0,N/A,N/A,1,7,2,3,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,B,100,516,N/A,7.8
116,University Apartments Assembly,No,183.8,1174,0.7,2643,13.6,26.8,0.5,29.9,5.4,52.9,4.8,6.9,1120,676,39.8,7.7,51,1,1176,1963,0,1,N/A,N/A,0,1,1,4,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"G,C",92.9,1042,N/A,4
178,Leopold Neighborhood Association,No,121.8,553,29,1106,10.3,27.1,5.3,45,24.5,6.5,4.2,19.7,499,243,29.3,17.1,541,156,0,1981,2,43,N/A,N/A,18,43,67,15,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B,G,C",100,441,N/A,7.1
88,High Crossing Neighborhood Association,No,724.7,615,31.1,1020,5.8,14.8,11.9,75.5,12.3,5.9,2,4.3,542,190,15.2,7.3,607,83,0,2002,1,3,N/A,N/A,3,38,28,22,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,N/A,N/A,N/A,"P,B",49.7,216,N/A,6.3
348,State-Langdon Neighborhood Association,No,151.4,3313,0.3,10144,0.2,0.3,0.2,78.9,2.4,11.8,2.6,4.3,3151,95,0.3,0.1,3128,2,1656,1969,0,49,N/A,N/A,93,385,569,117,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,suppressed,9956,80,8.1,"H,P,B,G",100,7363,36.7,7.1
